"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","birthdate","gender","emailaddress","addressline1","datefirstpurchase","commutedistance","stateprovincecode","stateprovincename","countryregioncode","englishcountryregionname","postalcode","salesterritorykey","ipaddresslocator"
15588,4,"AW00015588","Kristy",NULL,"Alvarez","1980-07-03","F","kristy5@adventure-works.com","5493 Roskelley Drive","2021-11-02","2-5 Miles","NSW","New South Wales","AU","Australia","2580",9,"198.51.100.5"
15589,24,"AW00015589","Gilbert",NULL,"He","1974-10-13","M","gilbert16@adventure-works.com","2823 La Orinda Pl.","2021-11-26","2-5 Miles","QLD","Queensland","AU","Australia","4171",9,"198.51.100.25"
15590,35,"AW00015590","Marshall","J","Wu","1974-09-24","M","marshall6@adventure-works.com","8977 Woodhaven Lane","2021-11-24","0-1 Miles","VIC","Victoria","AU","Australia","3000",9,"198.51.100.36"
15591,37,"AW00015591","Darren","P","Srini","1975-03-22","M","darren11@adventure-works.com","4618 Olive Hill","2021-11-01","0-1 Miles","VIC","Victoria","AU","Australia","3198",9,"198.51.100.38"
15592,8,"AW00015592","Janet","L","Moreno","1983-10-01","F","janet11@adventure-works.com","3870 Grand Ct.","2022-02-02","10+ Miles","NSW","New South Wales","AU","Australia","2036",9,"198.51.100.9"
15593,31,"AW00015593","Naomi","A","Martin","1973-03-18","F","naomi0@adventure-works.com","89 Ancona Ct.","2022-03-04","10+ Miles","TAS","Tasmania","AU","Australia","7001",9,"198.51.100.32"
15594,4,"AW00015594","Joanna",NULL,"Carlson","1978-03-05","F","joanna17@adventure-works.com","7530 St. Francis St.","2022-12-24","0-1 Miles","NSW","New South Wales","AU","Australia","2580",9,"198.51.100.5"
15595,7,"AW00015595","Andre",NULL,"Sanchez","1971-08-05","M","andre19@adventure-works.com","4697 Mt. Dell","2021-10-28","0-1 Miles","NSW","New South Wales","AU","Australia","2036",9,"198.51.100.8"
15596,17,"AW00015596","Gilbert",NULL,"Goel","1971-07-02","M","gilbert39@adventure-works.com","3637 Pheasant Circle","2021-11-24","1-2 Miles","NSW","New South Wales","AU","Australia","2065",9,"198.51.100.18"
15597,38,"AW00015597","Terry",NULL,"Raji","1971-08-06","M","terry23@adventure-works.com","9397 N. 8th St.","2021-11-18","1-2 Miles","VIC","Victoria","AU","Australia","3205",9,"198.51.100.39"
15598,16,"AW00015598","Tanya","I","Rubio","1971-04-20","F","tanya18@adventure-works.com","3478 Liana Lane","2022-09-19","5-10 Miles","NSW","New South Wales","AU","Australia","2777",9,"198.51.100.17"
15599,26,"AW00015599","Darryl","R","Ma","1970-11-18","M","darryl15@adventure-works.com","3432 White Pl.","2022-04-19","5-10 Miles","QLD","Queensland","AU","Australia","4700",9,"198.51.100.27"
15600,32,"AW00015600","Josue","R","Dominguez","1974-05-02","M","josue1@adventure-works.com","9754 Olivera","2021-10-30","10+ Miles","VIC","Victoria","AU","Australia","3550",9,"198.51.100.33"
15601,20,"AW00015601","Naomi","C","Moreno","1979-08-09","F","naomi6@adventure-works.com","918 Park Lane","2021-11-22","10+ Miles","QLD","Queensland","AU","Australia","4000",9,"198.51.100.21"
15602,37,"AW00015602","Warren","M","Wu","1979-01-14","M","warren23@adventure-works.com","4785 Scott Street","2022-06-22","5-10 Miles","VIC","Victoria","AU","Australia","3198",9,"198.51.100.38"
15603,13,"AW00015603","Philip","M","Blanco","1975-09-02","M","philip15@adventure-works.com","4249 Heights Ave.","2022-03-31","5-10 Miles","NSW","New South Wales","AU","Australia","2444",9,"198.51.100.14"
15604,31,"AW00015604","Clifford",NULL,"Prasad","1970-06-13","M","clifford9@adventure-works.com","2515 Beauty St","2022-06-20","0-1 Miles","TAS","Tasmania","AU","Australia","7001",9,"198.51.100.32"
15605,3,"AW00015605","Alan","L","Yang","1970-02-21","M","alan9@adventure-works.com","9023 Maryland Dr.","2022-09-27","10+ Miles","NSW","New South Wales","AU","Australia","2010",9,"198.51.100.4"
15606,33,"AW00015606","Marco","C","Prasad","1970-06-10","M","marco10@adventure-works.com","8523 Rose Drive","2022-02-27","10+ Miles","VIC","Victoria","AU","Australia","3977",9,"198.51.100.34"
15607,20,"AW00015607","Ricky","A","Gill","1975-09-19","M","ricky14@adventure-works.com","7559 W. Buchanan Rd.","2022-11-16","5-10 Miles","QLD","Queensland","AU","Australia","4000",9,"198.51.100.21"
15608,120,"AW00015608","Faith","A","James","1984-05-10","F","faith29@adventure-works.com","Rykestr 95","2022-08-28","2-5 Miles","BY","Bayern","DE","Germany","95010",8,"198.51.100.121"
15609,222,"AW00015609","Karl","C","Sharma","1985-08-11","M","karl10@adventure-works.com","22, rue du Puits Dixme","2022-08-15","0-1 Miles","93","Seine Saint Denis","FR","France","93500",7,"198.51.100.223"
15610,273,"AW00015610","Jessica","A","Gonzales","1986-04-11","F","jessica41@adventure-works.com","8251 Vista Del Sol","2022-09-18","2-5 Miles","ENG","England","GB","United Kingdom","WA3",10,"192.0.2.20"
15611,215,"AW00015611","Michele",NULL,"Patel","1984-02-08","F","michele58@adventure-works.com","64, avenue des Laurentides","2022-06-14","2-5 Miles","92","Hauts de Seine","FR","France","92700",7,"198.51.100.216"
15612,259,"AW00015612","Damien",NULL,"Ma","1983-10-05","M","damien12@adventure-works.com","4867 Glaze Dr","2022-05-08","1-2 Miles","ENG","England","GB","United Kingdom","MK8 8DF",10,"192.0.2.6"
15613,221,"AW00015613","Melinda",NULL,"Moreno","1984-03-14","F","melinda3@adventure-works.com","7408, rue Maillard","2022-05-23","1-2 Miles","93","Seine Saint Denis","FR","France","93700",7,"198.51.100.222"
15614,262,"AW00015614","Faith","S","Simmons","1980-05-13","F","faith14@adventure-works.com","3744 Dalis Drive","2020-10-13","1-2 Miles","ENG","England","GB","United Kingdom","OX1",10,"192.0.2.9"
15615,259,"AW00015615","Erika",NULL,"Alvarez","1984-08-12","F","erika4@adventure-works.com","6837 Weber Bryan St.","2022-03-26","2-5 Miles","ENG","England","GB","United Kingdom","MK8 8DF",10,"192.0.2.6"
15616,183,"AW00015616","Janet","K","Alonso","1984-05-14","F","janet13@adventure-works.com","610, boulevard Tremblay","2022-09-21","1-2 Miles","45","Loiret","FR","France","45000",7,"198.51.100.184"
15617,197,"AW00015617","Dawn","A","Chande","1984-08-02","F","dawn39@adventure-works.com","216, quai Paul Doumer","2022-02-01","2-5 Miles","75","Seine (Paris)","FR","France","75008",7,"198.51.100.198"
15618,162,"AW00015618","Gabriel",NULL,"Sharma","1978-08-26","M","gabriel27@adventure-works.com","Hansaallee 482","2022-04-01","1-2 Miles","NW","Nordrhein-Westfalen","DE","Germany","59368",8,"198.51.100.163"
15619,236,"AW00015619","Levi",NULL,"Subram","1978-09-23","M","levi12@adventure-works.com","4822 Center Street","2020-10-13","0-1 Miles","ENG","England","GB","United Kingdom","GL50",10,"198.51.100.237"
15620,256,"AW00015620","Dominique","S","Subram","1978-11-16","F","dominique10@adventure-works.com","7098 Walnut Blvd.","2020-10-05","0-1 Miles","ENG","England","GB","United Kingdom","W1X3SE",10,"192.0.2.3"
15621,268,"AW00015621","Kelli","T","Wu","1979-03-26","F","kelli7@adventure-works.com","7763 Folson Drive","2020-10-07","1-2 Miles","ENG","England","GB","United Kingdom","L4 4HB",10,"192.0.2.15"
15622,144,"AW00015622","Yvonne",NULL,"Schleger","1978-04-14","M","yvonne2@adventure-works.com","Charlottenstr 3918","2021-01-14","1-2 Miles","HH","Hamburg","DE","Germany","45001",8,"198.51.100.145"
15623,195,"AW00015623","Molly","A","Madan","1978-04-10","F","molly7@adventure-works.com","70, place de la République","2021-08-25","0-1 Miles","75","Seine (Paris)","FR","France","75006",7,"198.51.100.196"
15624,217,"AW00015624","Tyrone",NULL,"Rubio","1983-08-08","M","tyrone20@adventure-works.com","4343, rue Léo Delibes","2021-08-17","0-1 Miles","92","Hauts de Seine","FR","France","92081",7,"198.51.100.218"
15625,142,"AW00015625","Clinton",NULL,"Alvarez","1978-04-16","M","clinton1@adventure-works.com","Berliner Platz 554","2021-02-08","1-2 Miles","HH","Hamburg","DE","Germany","53001",8,"198.51.100.143"
15626,155,"AW00015626","Eduardo","F","White","1983-07-20","M","eduardo11@adventure-works.com","Parkstr 851","2021-02-28","1-2 Miles","NW","Nordrhein-Westfalen","DE","Germany","46236",8,"198.51.100.156"
15627,146,"AW00015627","Troy",NULL,"Srini","1978-06-23","M","troy9@adventure-works.com","Postenweg 2228","2021-02-17","1-2 Miles","HH","Hamburg","DE","Germany","60355",8,"198.51.100.147"
15628,161,"AW00015628","Brianna","T","Sandberg","1922-04-10","F","brianna47@adventure-works.com","Berliner Platz 664","2022-10-17","0-1 Miles","NW","Nordrhein-Westfalen","DE","Germany","42651",8,"198.51.100.162"
15629,162,"AW00015629","Meghan","A","Ruiz","1977-03-31","F","meghan1@adventure-works.com","Alte Landstr 221","2022-12-31","1-2 Miles","NW","Nordrhein-Westfalen","DE","Germany","59368",8,"198.51.100.163"
15630,260,"AW00015630","Nichole","C","Tang","1976-10-30","F","nichole4@adventure-works.com","1492 Bermad Dr.","2020-10-24","1-2 Miles","ENG","England","GB","United Kingdom","MK8 8ZD",10,"192.0.2.7"
15631,263,"AW00015631","Clayton",NULL,"Andersen","1977-05-11","M","clayton31@adventure-works.com","8844 Bel Aire Drive","2020-10-24","1-2 Miles","ENG","England","GB","United Kingdom","OX14 4SE",10,"192.0.2.10"
15632,245,"AW00015632","Gloria","P","Carlson","1976-07-08","F","gloria19@adventure-works.com","5256 Chickpea Ct.","2020-11-09","0-1 Miles","ENG","England","GB","United Kingdom","E17 6JF",10,"198.51.100.246"
15633,128,"AW00015633","Ashlee","D","Shan","1977-02-08","F","ashlee17@adventure-works.com","Hans-Rosenthal-Platz 7","2022-05-21","0-1 Miles","HE","Hessen","DE","Germany","01071",8,"198.51.100.129"
15634,271,"AW00015634","Dalton","L","Kelly","1982-05-23","M","dalton72@adventure-works.com","9987 Roseann Dr.","2022-06-18","2-5 Miles","ENG","England","GB","United Kingdom","WA1",10,"192.0.2.18"
15635,261,"AW00015635","Sheila",NULL,"Martin","1977-02-20","F","sheila0@adventure-works.com","7326 Kenmore","2022-05-13","2-5 Miles","ENG","England","GB","United Kingdom","NT20",10,"192.0.2.8"
15636,127,"AW00015636","David","P","White","1975-11-22","M","david71@adventure-works.com","Wasserstr 345","2022-06-11","1-2 Miles","HE","Hessen","DE","Germany","64283",8,"198.51.100.128"
15637,179,"AW00015637","Russell","A","Sharma","1977-01-19","M","russell12@adventure-works.com","6, route de Marseille","2021-08-04","1-2 Miles","17","Charente-Maritime","FR","France","17490",7,"198.51.100.180"
15638,259,"AW00015638","Rosa","J","He","1947-01-23","F","rosa18@adventure-works.com","1161 Daffodil Dr.","2020-11-19","0-1 Miles","ENG","England","GB","United Kingdom","MK8 8DF",10,"192.0.2.6"
15639,21,"AW00015639","Melanie","H","Coleman","1985-08-30","F","melanie21@adventure-works.com","8446 Wheel Ave.","2022-04-06","0-1 Miles","QLD","Queensland","AU","Australia","4551",9,"198.51.100.22"
15640,21,"AW00015640","Gary",NULL,"Gomez","1985-10-14","M","gary11@adventure-works.com","4744 Mary Dr.","2022-01-28","1-2 Miles","QLD","Queensland","AU","Australia","4551",9,"198.51.100.22"
15641,33,"AW00015641","Marco","L","Sara","1983-11-01","M","marco11@adventure-works.com","2756 Eastgate Ave.","2022-04-22","2-5 Miles","VIC","Victoria","AU","Australia","3977",9,"198.51.100.34"
15642,35,"AW00015642","Cara","B","Gao","1983-02-21","F","cara10@adventure-works.com","8420 Dayton Court","2021-10-31","0-1 Miles","VIC","Victoria","AU","Australia","3000",9,"198.51.100.36"
15643,14,"AW00015643","Omar",NULL,"Raji","1983-03-20","M","omar42@adventure-works.com","5121 Mount Hood Circle","2021-10-30","0-1 Miles","NSW","New South Wales","AU","Australia","2138",9,"198.51.100.15"
15644,4,"AW00015644","Savannah","F","Gonzalez","1985-02-16","F","savannah31@adventure-works.com","5227 Sutton Circle","2021-11-11","1-2 Miles","NSW","New South Wales","AU","Australia","2580",9,"198.51.100.5"
15645,10,"AW00015645","Javier",NULL,"Gill","1984-09-08","M","javier8@adventure-works.com","3440 Alvina Drive","2021-11-02","0-1 Miles","NSW","New South Wales","AU","Australia","2300",9,"198.51.100.11"
15646,31,"AW00015646","Emma","A","Kelly","1984-05-02","F","emma46@adventure-works.com","3112 Gilardy Dr.","2021-11-15","2-5 Miles","TAS","Tasmania","AU","Australia","7001",9,"198.51.100.32"
15647,23,"AW00015647","Dawn",NULL,"He","1984-05-19","F","dawn20@adventure-works.com","536 Beech Ct.","2021-11-06","0-1 Miles","QLD","Queensland","AU","Australia","4217",9,"198.51.100.24"
15648,34,"AW00015648","Edgar","A","Gonzalez","1984-03-03","M","edgar19@adventure-works.com","570 Highridge Court","2021-10-28","0-1 Miles","VIC","Victoria","AU","Australia","3220",9,"198.51.100.35"
15649,160,"AW00015649","Melinda","T","Jimenez","1954-04-07","F","melinda2@adventure-works.com","Rotthäuser Weg 866","2021-02-10","0-1 Miles","NW","Nordrhein-Westfalen","DE","Germany","33098",8,"198.51.100.161"
15650,208,"AW00015650","Ronnie",NULL,"Li","1972-01-31","M","ronnie2@adventure-works.com","1010, avenue de l´ Union Centrale","2022-12-14","0-1 Miles","78","Yveline","FR","France","78100",7,"198.51.100.209"
15651,212,"AW00015651","Ann","T","Lopez","1972-07-09","F","ann21@adventure-works.com","1, rue de Maubeuge","2021-08-13","1-2 Miles","91","Essonne","FR","France","91420",7,"198.51.100.213"
15652,229,"AW00015652","Barbara","M","Wang","1966-11-22","F","barbara11@adventure-works.com","438 Post Road","2020-11-17","0-1 Miles","ENG","England","GB","United Kingdom","SL4 1RH",10,"198.51.100.230"
15653,254,"AW00015653","Gerald","E","Madan","1977-12-01","M","gerald37@adventure-works.com","109 Clayton Road","2020-11-09","0-1 Miles","ENG","England","GB","United Kingdom","W1N 9FA",10,"192.0.2.1"
15654,200,"AW00015654","Levi",NULL,"Fernandez","1965-09-09","M","levi15@adventure-works.com","9193, place du Tertre","2022-06-10","2-5 Miles","75","Seine (Paris)","FR","France","75012",7,"198.51.100.201"
15655,144,"AW00015655","Deanna",NULL,"Gomez","1971-10-30","F","deanna26@adventure-works.com","Kalkweg 4435","2021-02-22","1-2 Miles","HH","Hamburg","DE","Germany","45001",8,"198.51.100.145"
15656,178,"AW00015656","Darryl",NULL,"Zhao","1965-12-13","M","darryl10@adventure-works.com","Moritzstr 44","2021-02-10","1-2 Miles","SL","Saarland","DE","Germany","66272",8,"198.51.100.179"
15657,271,"AW00015657","Marcus","A","Hayes","1965-12-18","M","marcus72@adventure-works.com","2775 Mt. Olivet Pl.","2020-11-05","0-1 Miles","ENG","England","GB","United Kingdom","WA1",10,"192.0.2.18"
15658,184,"AW00015658","Victoria",NULL,"Rogers","1965-02-12","F","victoria27@adventure-works.com","61, rue des Rosiers","2022-09-01","2-5 Miles","57","Moselle","FR","France","57000",7,"198.51.100.185"
15659,127,"AW00015659","Angela","J","Rivera","1964-08-13","F","angela43@adventure-works.com","Klara Straße 463","2021-02-16","0-1 Miles","HE","Hessen","DE","Germany","64283",8,"198.51.100.128"
15660,250,"AW00015660","April",NULL,"Jai","1965-03-01","F","april9@adventure-works.com","209 Mobile Lane","2020-12-17","0-1 Miles","ENG","England","GB","United Kingdom","SW6 SBY",10,"198.51.100.251"
15661,269,"AW00015661","Brandon","J","Robinson","1965-02-16","M","brandon48@adventure-works.com","9520 Glenhaven Ave.","2020-12-06","0-1 Miles","ENG","England","GB","United Kingdom","AS23",10,"192.0.2.16"
15662,279,"AW00015662","Megan","M","Richardson","1965-11-21","F","megan38@adventure-works.com","7129 Oakmead","2020-12-06","0-1 Miles","ENG","England","GB","United Kingdom","YO15",10,"192.0.2.26"
15663,196,"AW00015663","Mandy","A","Chen","1965-01-05","F","mandy3@adventure-works.com","8, avenue de Norvege","2021-08-18","0-1 Miles","75","Seine (Paris)","FR","France","75007",7,"198.51.100.197"
15664,172,"AW00015664","Jill",NULL,"Vazquez","1970-04-22","F","jill22@adventure-works.com","Marienplatz 5","2021-02-01","0-1 Miles","SL","Saarland","DE","Germany","63009",8,"198.51.100.173"
15665,198,"AW00015665","Kristi","P","Sai","1965-01-02","F","kristi22@adventure-works.com","1055, rue Basse-du-Rocher","2021-08-13","0-1 Miles","75","Seine (Paris)","FR","France","75009",7,"198.51.100.199"
15666,205,"AW00015666","Bianca","B","Liang","1981-10-18","F","bianca13@adventure-works.com","55, rue de la Cavalerie","2021-08-20","0-1 Miles","77","Seine et Marne","FR","France","77127",7,"198.51.100.206"
15667,151,"AW00015667","Hector",NULL,"Ramos","1976-03-16","M","hector15@adventure-works.com","Parkstr 4256","2021-01-29","0-1 Miles","HH","Hamburg","DE","Germany","33041",8,"198.51.100.152"
15668,273,"AW00015668","Erick","E","Fernandez","1981-02-23","M","erick15@adventure-works.com","1948 O Avenue","2020-12-24","0-1 Miles","ENG","England","GB","United Kingdom","WA3",10,"192.0.2.20"
15669,279,"AW00015669","Paul","J","Suurs","1981-04-20","F","paul8@adventure-works.com","3327 Rockridge Dr.","2020-12-08","0-1 Miles","ENG","England","GB","United Kingdom","YO15",10,"192.0.2.26"
15670,183,"AW00015670","Sergio","S","Sánchez","1975-01-31","M","sergio21@adventure-works.com","22, rue de l'Espace De Schengen","2022-12-17","1-2 Miles","45","Loiret","FR","France","45000",7,"198.51.100.184"
15671,268,"AW00015671","Lawrence",NULL,"Torres","1974-11-24","M","lawrence10@adventure-works.com","869 Welle Road","2022-02-28","0-1 Miles","ENG","England","GB","United Kingdom","L4 4HB",10,"192.0.2.15"
15672,160,"AW00015672","Kelvin","E","Nara","1974-07-19","M","kelvin13@adventure-works.com","Pappelallee 667","2022-12-24","2-5 Miles","NW","Nordrhein-Westfalen","DE","Germany","33098",8,"198.51.100.161"
15673,209,"AW00015673","Jon",NULL,"Goel","1980-06-04","M","jon16@adventure-works.com","71, avenue de la Gare","2022-04-10","0-1 Miles","78","Yveline","FR","France","78000",7,"198.51.100.210"
15674,117,"AW00015674","Tommy","A","Raheem","1975-01-05","M","tommy14@adventure-works.com","Zeiter Weg 9963","2021-03-13","0-1 Miles","BY","Bayern","DE","Germany","91054",8,"198.51.100.118"
